@    title "Efield_Projection"
@    xaxis  label "Time (ps)"
@    yaxis  label "Alignment_percentage"
#time             Angle           Alignment%
@type xy
992               49.333154      65.165952
993               35.093618      81.821371
994               31.559482      85.209729
995               61.202531      48.171496
996               44.592912      71.211287
997               40.854919      75.636843
998               43.564609      72.459768
999               56.350930      55.410471
1000              33.002654      83.864544
1001              45.357131      70.268554
1002              31.369665      85.382653
1003              20.857226      93.447052
1004              21.362404      93.129502
1005              37.775523      79.041690
1006              34.592293      82.321271
1007              33.157057      83.717445
1008              40.152750      76.432813
1009              25.739118      90.078059
1010              26.449104      89.533036
1011              39.550116      77.106794
1012              20.522414      93.653501
1013              31.879407      84.916145
1014              48.856459      65.794775
1015              54.510474      58.055415
1016              35.286592      81.627280
1017              42.434543      73.804867
1018              32.077085      84.733447
1019              42.666722      73.530836
1020              42.966354      73.175411
1021              22.698848      92.254589
1022              39.674820      76.968024
1023              45.346657      70.281567
1024              54.091043      58.649902
1025              22.557335      92.349619
1026              40.972886      75.501992
1027              38.308279      78.468678
1028              34.612565      82.301186
1029              47.712555      67.285045
1030              41.706186      74.656632
1031              49.296553      65.214403
1032              41.748275      74.607752
1033              35.801214      81.105142
1034              54.298187      58.356685
1035              52.340170      61.097219
1036              28.773678      87.652794
1037              21.278394      93.182804
1038              38.600141      78.151899
1039              26.057340      89.835486
1040              60.581925      49.117857
1041              27.725931      88.518315
1042              41.390649      75.021897
1043              21.832781      92.827324
